ticker,pool,signal_date,entry_date,entry_price,exit_date,exit_price,days_held,shares,partial_sold,realized_pnl,pnl_pct,entry_score,exit_reason,capital_used,dyn_signal,green_count
TD,C,2026-02-20,2026-02-26,98.102,2026-03-09,93.104,7,101,False,-509.53,-5.14,75,ATR止损-5.0%,9913.26,ACCUMULATING,6
IMAX,C,2026-02-23,2026-02-26,41.812,2026-03-09,39.104,7,239,False,-651.82,-6.52,106,ATR止损-6.4%,9998.01,ACCUMULATING,7
FSS,C,2026-02-23,2026-02-25,119.372,2026-03-02,112.679,3,83,False,-560.12,-5.65,95,ATR止损-5.5%,9912.79,ACCUMULATING,6
AZO,C,2026-02-25,2026-02-27,3759.336,2026-03-13,3549.256,10,2,False,-423.71,-5.63,104,ATR止损-5.5%,7522.43,ACCUMULATING,7
MUR,C,2026-02-26,2026-02-27,33.183,2026-04-01,39.51,23,301,True,1622.98,16.24,104,MA10追踪出场,9993.12,ACCUMULATING,6
CBL,C,2026-03-03,2026-03-09,37.638,2026-04-20,43.956,29,265,True,1536.98,15.4,101,持仓35天强制出场,9979.16,ACCUMULATING,7
BDN,C,2026-03-03,2026-03-04,3.077,2026-03-09,2.836,3,3249,False,-788.06,-7.88,94,ATR止损-7.7%,10003.39,ACCUMULATING,6
GME,C,2026-03-06,2026-03-09,24.825,2026-03-16,23.423,5,402,False,-568.32,-5.69,102,ATR止损-5.6%,9984.56,ACCUMULATING,6
FTK,C,2026-03-10,2026-03-12,18.378,2026-03-19,16.398,5,544,False,-1081.96,-10.82,91,ATR止损-10.7%,10002.83,ACCUMULATING,6
MUR,C,2026-03-11,2026-03-12,34.755,2026-04-01,39.51,14,287,True,1281.44,12.84,74,MA10追踪出场,9979.59,ACCUMULATING,6
DOC,C,2026-03-16,2026-03-17,17.563,2026-03-24,16.668,5,569,False,-513.9,-5.14,91,ATR止损-5.0%,9998.2,ACCUMULATING,7
NWE,C,2026-04-02,2026-04-07,69.76,2026-04-17,72.408,8,143,False,373.46,3.74,97,持仓35天强制出场,9980.62,ACCUMULATING,7
CHTR,C,2026-04-07,2026-04-13,226.526,2026-04-20,244.445,5,44,False,783.06,7.85,99,持仓35天强制出场,9972.14,ACCUMULATING,7
TAL,C,2026-04-13,2026-04-16,12.472,2026-04-20,12.318,2,801,False,-128.92,-1.29,102,持仓35天强制出场,9995.44,ACCUMULATING,7
MRK,C,2026-04-13,2026-04-17,119.189,2026-04-20,116.983,1,83,False,-187.97,-1.9,110,持仓35天强制出场,9897.64,ACCUMULATING,6
